DTXSID,scaffold_split,random_split
DTXSID9022027,train,train
DTXSID3022035,train,test
DTXSID7022043,train,train
DTXSID2022048,train,test
DTXSID7022049,train,train
DTXSID6022050,train,train
DTXSID1022051,train,train
DTXSID1022053,train,train
DTXSID1022055,train,test
DTXSID6022056,train,train
DTXSID1022057,train,test
DTXSID6022058,train,train
DTXSID0022060,train,train
DTXSID5022061,train,train
DTXSID0022062,train,train
DTXSID4022070,train,train
DTXSID9022079,train,train
DTXSID8022082,train,test
DTXSID8022084,train,test
DTXSID8022086,train,test
DTXSID3022089,train,train
DTXSID2022090,train,train
DTXSID7022093,train,train
DTXSID2022096,train,train
DTXSID9022100,train,train
DTXSID4022107,train,train
DTXSID4022109,train,test
DTXSID8022111,train,val
DTXSID8022113,train,train
DTXSID8022117,train,val
DTXSID7022120,train,val
DTXSID2022121,test,train
DTXSID2022123,train,train
DTXSID7022124,train,train
DTXSID2022127,train,train
DTXSID7022128,train,val
DTXSID1022130,train,train
DTXSID6022131,val,test
DTXSID6022133,train,val
DTXSID6022137,train,train
DTXSID4022153,train,train
DTXSID4022159,train,train
DTXSID3022160,train,train
DTXSID8022161,train,train
DTXSID3022162,train,train
DTXSID3022164,train,train
DTXSID7022170,train,val
DTXSID2022171,train,train
DTXSID7022172,train,train
DTXSID7022174,val,train
DTXSID2022179,train,test
DTXSID1022186,train,train
DTXSID6022187,train,train
DTXSID1022188,train,train
DTXSID0022191,train,val
DTXSID0022193,train,val
DTXSID5022194,train,train
DTXSID1022217,train,train
DTXSID6022218,train,test
DTXSID0022220,train,test
DTXSID5022227,train,val
DTXSID8022246,train,test
DTXSID3022247,train,test
DTXSID7022253,test,val
DTXSID2022254,train,train
DTXSID2022256,train,test
DTXSID1022265,train,train
DTXSID1022267,train,test
DTXSID5022279,train,train
DTXSID4022284,train,train
DTXSID4022288,train,train
DTXSID8022292,train,test
DTXSID0022301,val,train
DTXSID0022305,train,train
DTXSID5022306,train,train
DTXSID5022308,train,train
DTXSID9022310,train,train
DTXSID4022311,train,train
DTXSID9022312,train,test
DTXSID4022315,test,test
DTXSID3022320,train,train
DTXSID8022325,train,val
DTXSID3022326,train,train
DTXSID8022329,train,test
DTXSID2022331,train,train
DTXSID7022332,train,train
DTXSID6022341,train,val
DTXSID6022345,train,train
DTXSID0022353,train,train
DTXSID9022360,train,train
DTXSID4022361,val,val
DTXSID9022364,train,train
DTXSID9022366,train,val
DTXSID4022367,val,val
DTXSID4022369,train,val
DTXSID3022370,train,train
DTXSID2022381,train,train
DTXSID7022382,test,train
DTXSID7022384,train,train
DTXSID6022391,train,test
DTXSID6022393,train,val
DTXSID1022394,train,train
DTXSID1022396,train,train
DTXSID6022399,val,train
DTXSID3022401,train,test
DTXSID3022403,train,train
DTXSID8022404,train,train
DTXSID3022405,train,test
DTXSID8022406,train,train
DTXSID8022408,train,train
DTXSID3022409,train,train
DTXSID7022411,train,train
DTXSID7022413,train,test
DTXSID7022415,train,train
DTXSID7022417,train,train
DTXSID1022421,train,val
DTXSID6022422,train,train
DTXSID1022425,train,train
DTXSID0022432,test,train
DTXSID0022436,train,val
DTXSID5022437,val,train
DTXSID5022439,train,val
DTXSID4022442,train,test
DTXSID9022445,train,train
DTXSID4022446,train,test
DTXSID4022448,train,train
DTXSID3022455,train,test
DTXSID6022472,train,test
DTXSID6022474,train,val
DTXSID1022479,train,test
DTXSID0022480,train,train
DTXSID5022481,train,train
DTXSID5022485,train,train
DTXSID5022489,train,test
DTXSID1022508,train,test
DTXSID5022510,train,train
DTXSID0022519,train,train
DTXSID9022520,train,train
DTXSID9022522,train,train
DTXSID4022523,train,train
DTXSID9022524,test,val
DTXSID4022525,train,train
DTXSID9022526,train,val
DTXSID4022527,train,train
DTXSID9022528,train,train
DTXSID4022529,train,train
DTXSID3022536,train,train
DTXSID7022540,val,test
DTXSID2022541,train,val
DTXSID2022543,train,train
DTXSID7022544,train,test
DTXSID7022546,train,train
DTXSID2022549,train,train
DTXSID6022553,train,test
DTXSID6022555,val,train
DTXSID1022556,train,train
DTXSID6022557,train,test
DTXSID1022558,train,test
DTXSID6022559,train,train
DTXSID5022560,train,train
DTXSID5022562,train,train
DTXSID0022563,train,train
DTXSID0022565,test,train
DTXSID0022569,train,val
DTXSID4022571,train,train
DTXSID4022573,test,train
DTXSID9022574,train,val
DTXSID9022576,val,test
DTXSID4022577,train,train
DTXSID9022578,train,train
DTXSID4022579,train,test
DTXSID3022582,test,val
DTXSID3022584,test,val
DTXSID8022585,train,train
DTXSID3022586,train,test
DTXSID3022588,train,val
DTXSID8022589,val,train
DTXSID7022590,train,train
DTXSID7022592,train,train
DTXSID2022593,train,test
DTXSID2022595,val,train
DTXSID7022598,val,train
DTXSID9022601,test,train
DTXSID9022603,test,train
DTXSID9022607,val,train
DTXSID9022609,train,train
DTXSID3022611,train,train
DTXSID8022612,val,train
DTXSID8022614,test,train
DTXSID3022617,test,train
DTXSID2022624,val,train
DTXSID2022626,test,train
DTXSID2022628,train,val
DTXSID7022629,test,val
DTXSID6022630,test,train
DTXSID6022632,train,train
DTXSID1022635,val,train
DTXSID6022636,train,test
DTXSID0022640,test,train
DTXSID5022641,train,train
DTXSID0022644,train,test
DTXSID5022647,train,val
DTXSID5022649,train,train
DTXSID4022652,train,train
DTXSID9022655,train,train
DTXSID4022658,val,train
DTXSID9022659,val,train
DTXSID3022663,test,test
DTXSID8022666,train,train
DTXSID7022671,train,train
DTXSID2022672,train,train
DTXSID7022673,train,train
DTXSID2022674,test,train
DTXSID2022676,train,train
DTXSID2022678,val,train
DTXSID7022679,test,train
DTXSID1022681,val,train
DTXSID6022684,val,train
DTXSID1022685,train,train
DTXSID0022690,train,test
DTXSID0022692,val,train
DTXSID5022699,train,train
DTXSID2022707,test,train
DTXSID1022718,train,train
DTXSID6022719,train,train
DTXSID0022721,train,train
DTXSID5022722,train,val
DTXSID5022724,test,train
DTXSID0022725,val,train
DTXSID0022727,test,test
DTXSID9022730,train,train
DTXSID4022731,val,train
DTXSID9022732,val,train
DTXSID9022734,train,train
DTXSID4022735,train,train
DTXSID9022736,val,test
DTXSID9022738,train,train
DTXSID8022741,train,train
DTXSID3022742,test,test
DTXSID8022743,train,val
DTXSID3022748,train,train
DTXSID8022749,train,test
DTXSID2022751,train,train
DTXSID7022752,test,train
DTXSID2022753,train,train
DTXSID7022754,val,train
DTXSID1022760,train,test
DTXSID1022762,test,train
DTXSID1022764,val,train
DTXSID1022766,train,train
DTXSID1022768,val,train
DTXSID5022774,val,train
DTXSID0022777,train,test
DTXSID9022780,train,train
DTXSID9022782,val,train
DTXSID4022783,val,test
DTXSID4022785,val,test
DTXSID4022789,train,val
DTXSID3022796,train,val
DTXSID3022798,val,train
DTXSID0022800,val,val
DTXSID5022801,train,test
DTXSID5022803,train,test
DTXSID0022808,train,test
DTXSID4022810,test,train
DTXSID4022812,val,train
DTXSID9022813,train,val
DTXSID4022814,train,train
DTXSID9022815,train,train
DTXSID4022816,train,train
DTXSID9022817,test,val
DTXSID3022821,val,train
DTXSID8022822,test,train
DTXSID3022825,val,val
DTXSID8022828,train,train
DTXSID3022829,train,train
DTXSID7022833,train,train
DTXSID7022835,test,train
DTXSID7022837,train,train
DTXSID7022839,test,train
DTXSID6022842,train,train
DTXSID6022844,train,train
DTXSID6022846,train,test
DTXSID1022847,test,val
DTXSID5022851,val,train
DTXSID5022855,test,train
DTXSID5022857,val,train
DTXSID0022858,val,train
DTXSID9022861,test,train
DTXSID4022862,test,val
DTXSID4022866,test,val
DTXSID4022868,val,test
DTXSID8022870,val,train
DTXSID3022871,test,train
DTXSID8022872,val,train
DTXSID3022873,val,train
DTXSID3022875,train,train
DTXSID3022877,train,train
DTXSID2022880,test,test
DTXSID7022883,train,train
DTXSID2022886,train,train
DTXSID2022888,test,train
DTXSID6022892,test,train
DTXSID6022894,train,train
DTXSID1022897,train,val
DTXSID6022898,test,train
DTXSID8022901,train,train
DTXSID3022906,train,train
DTXSID7022910,train,train
DTXSID7022912,train,train
DTXSID7022914,val,val
DTXSID2022915,train,train
DTXSID7022918,train,train
DTXSID1022922,train,train
DTXSID1022926,train,train
DTXSID6022927,val,train
DTXSID5022932,train,test
DTXSID0022933,train,train
DTXSID5022934,train,train
DTXSID0022935,train,train
DTXSID5022938,val,train
DTXSID9022940,test,train
DTXSID4022941,val,test
DTXSID9022944,val,train
DTXSID9022946,train,val
DTXSID4022947,train,train
DTXSID9022948,val,train
DTXSID3022950,test,train
DTXSID8022955,test,train
DTXSID3022958,train,train
DTXSID8022959,train,train
DTXSID2022967,train,train
DTXSID7022968,val,train
DTXSID6022973,val,train
DTXSID1022974,train,train
DTXSID6022975,train,train
DTXSID6022977,train,train
DTXSID1022978,train,val
DTXSID5022982,train,train
DTXSID5022984,val,test
DTXSID5022986,train,train
DTXSID4022991,train,val
DTXSID4022993,train,train
DTXSID9022994,train,train
DTXSID9022998,test,train
DTXSID4022999,val,train
DTXSID8023000,train,train
DTXSID3023001,train,train
DTXSID8023004,train,train
DTXSID3023005,val,train
DTXSID3023007,train,train
DTXSID7023011,train,train
DTXSID2023016,train,val
DTXSID7023019,train,train
DTXSID6023020,val,train
DTXSID1023021,train,train
DTXSID6023024,train,test
DTXSID1023027,train,train
DTXSID6023028,train,val
DTXSID0023030,val,train
DTXSID5023031,train,train
DTXSID0023032,val,test
DTXSID5023033,train,train
DTXSID5023035,val,val
DTXSID0023036,train,train
DTXSID5023037,test,train
DTXSID0023038,train,train
DTXSID5023039,train,test
DTXSID9023041,train,train
DTXSID4023042,train,val
DTXSID9023043,train,val
DTXSID4023044,train,test
DTXSID9023049,train,train
DTXSID8023050,test,val
DTXSID3023051,train,train
DTXSID3023057,train,test
DTXSID3023059,val,train
DTXSID7023061,train,train
DTXSID7023063,train,train
DTXSID2023064,val,train
DTXSID2023068,train,train
DTXSID1023071,train,val
DTXSID6023076,train,test
DTXSID6023078,train,test
DTXSID5023081,train,train
DTXSID0023084,val,train
DTXSID5023085,train,train
DTXSID5023089,train,test
DTXSID4023094,train,train
DTXSID9023095,val,train
DTXSID4023096,val,train
DTXSID9023097,test,train
DTXSID6023101,train,val
DTXSID1023102,val,test
DTXSID6023103,train,train
DTXSID6023109,test,test
DTXSID5023110,test,train
DTXSID0023113,train,train
DTXSID5023114,train,test
DTXSID9023122,test,train
DTXSID4023123,test,train
DTXSID4023125,train,train
DTXSID9023128,train,train
DTXSID3023132,train,train
DTXSID8023137,train,train
DTXSID2023143,test,train
DTXSID2023145,val,train
DTXSID7023146,train,train
DTXSID2023149,train,train
DTXSID1023150,train,train
DTXSID6023153,test,train
DTXSID6023155,train,train
DTXSID6023157,train,test
DTXSID1023158,train,train
DTXSID6023159,train,val
DTXSID0023163,train,train
DTXSID5023166,val,train
DTXSID0023169,test,train
DTXSID9023170,train,train
DTXSID4023171,test,train
DTXSID9023174,train,train
DTXSID4023175,train,test
DTXSID9023176,train,train
DTXSID4023179,test,train
DTXSID3023180,test,train
DTXSID8023181,test,train
DTXSID8023183,val,train
DTXSID8023185,train,train
DTXSID8023187,test,train
DTXSID3023188,val,train
DTXSID7023190,test,train
DTXSID2023193,val,train
DTXSID7023194,test,test
DTXSID2023195,val,train
DTXSID7023196,train,val
DTXSID2023197,train,test
DTXSID7023198,train,train
DTXSID4023200,train,test
DTXSID9023201,test,train
DTXSID4023202,test,train
DTXSID9023205,train,train
DTXSID9023209,train,train
DTXSID8023214,train,train
DTXSID8023216,train,val
DTXSID3023219,val,train
DTXSID2023222,train,train
DTXSID2023224,train,train
DTXSID7023225,train,train
DTXSID7023227,test,train
DTXSID1023231,train,test
DTXSID6023232,train,train
DTXSID1023235,train,train
DTXSID0023240,train,test
DTXSID5023243,train,val
DTXSID0023244,train,val
DTXSID5023247,train,train
DTXSID4023252,val,train
DTXSID4023254,train,train
DTXSID9023255,val,train
DTXSID4023258,train,train
DTXSID8023260,train,train
DTXSID3023261,train,train
DTXSID8023262,val,train
DTXSID3023265,train,train
DTXSID3023269,val,train
DTXSID2023270,train,train
DTXSID7023271,train,val
DTXSID2023276,train,train
DTXSID7023277,val,train
DTXSID7023279,train,train
DTXSID6023280,train,train
DTXSID1023281,test,train
DTXSID1023283,train,train
DTXSID6023286,train,train
DTXSID0023292,train,train
DTXSID5023293,val,train
DTXSID0023294,train,val
DTXSID0023296,val,test
DTXSID0023298,test,val
DTXSID7023300,train,test
DTXSID7023302,train,train
DTXSID2023303,train,train
DTXSID2023307,train,test
DTXSID1023310,val,train
DTXSID6023313,train,test
DTXSID1023314,test,train
DTXSID6023315,train,test
DTXSID1023316,val,val
DTXSID6023317,val,train
DTXSID6023319,train,val
DTXSID5023322,test,train
DTXSID0023323,train,train
DTXSID5023324,test,val
DTXSID0023325,test,train
DTXSID0023329,train,test
DTXSID4023333,test,train
DTXSID3023340,test,train
DTXSID3023342,train,val
DTXSID8023345,test,train
DTXSID8023347,test,train
DTXSID8023349,train,train
DTXSID7023350,train,train
DTXSID7023352,train,train
DTXSID2023353,val,val
DTXSID7023356,test,train
DTXSID1023362,test,train
DTXSID6023363,test,train
DTXSID1023364,test,test
DTXSID6023365,test,val
DTXSID6023367,train,val
DTXSID1023368,train,val
DTXSID6023369,train,train
DTXSID5023370,train,test
DTXSID0023371,train,train
DTXSID5023372,train,train
DTXSID0023373,train,train
DTXSID5023376,train,train
DTXSID0023377,test,train
DTXSID5023378,train,train
DTXSID9023380,train,val
DTXSID4023381,train,val
DTXSID4023385,val,val
DTXSID9023386,test,test
DTXSID4023387,train,train
DTXSID9023388,val,train
DTXSID8023393,test,val
DTXSID8023395,train,val
DTXSID3023398,train,train
DTXSID9023411,val,train
DTXSID9023413,test,test
DTXSID4023414,train,train
DTXSID9023415,test,train
DTXSID4023416,train,test
DTXSID9023419,train,train
DTXSID8023422,train,train
DTXSID3023425,test,train
DTXSID8023426,train,train
DTXSID3023427,test,train
DTXSID2023430,train,test
DTXSID2023434,train,val
DTXSID7023435,train,train
DTXSID2023436,test,train
DTXSID7023437,train,train
DTXSID6023440,test,train
DTXSID1023441,train,train
DTXSID6023442,train,test
DTXSID5023453,train,train
DTXSID4023460,val,train
DTXSID4023462,test,train
DTXSID9023463,train,val
DTXSID8023470,val,test
DTXSID3023471,val,train
DTXSID8023472,train,train
DTXSID8023474,test,test
DTXSID8023476,train,test
DTXSID8023478,test,train
DTXSID3023479,test,test
DTXSID2023480,val,test
DTXSID7023481,train,val
DTXSID7023485,train,train
DTXSID7023487,test,train
DTXSID2023488,test,test
DTXSID6023490,val,test
DTXSID6023492,val,test
DTXSID1023495,train,train
DTXSID6023496,test,val
DTXSID1023497,val,train
DTXSID3023502,train,test
DTXSID3023508,val,train
DTXSID7023510,test,test
DTXSID7023512,train,train
DTXSID7023516,train,train
DTXSID2023519,val,train
DTXSID6023523,train,train
DTXSID1023526,train,train
DTXSID6023529,train,val
DTXSID5023532,val,train
DTXSID0023533,test,train
DTXSID5023536,train,train
DTXSID9023540,train,train
DTXSID4023541,train,train
DTXSID4023545,val,val
DTXSID9023546,val,test
DTXSID9023548,test,test
DTXSID4023549,train,train
DTXSID3023550,val,train
DTXSID8023551,val,val
DTXSID3023552,test,test
DTXSID3023554,test,test
DTXSID3023556,train,train
DTXSID8023557,test,train
DTXSID2023565,test,train
DTXSID7023566,test,train
DTXSID2023567,val,train
DTXSID7023568,test,train
DTXSID2023569,test,train
DTXSID6023571,val,train
DTXSID1023572,train,test
DTXSID1023576,test,test
DTXSID0023581,train,test
DTXSID5023582,train,train
DTXSID5023584,test,train
DTXSID5023586,train,train
DTXSID0023587,val,train
DTXSID9023590,train,train
DTXSID4023591,val,train
DTXSID4023593,test,test
DTXSID4023595,test,train
DTXSID6023602,train,val
DTXSID1023603,train,train
DTXSID1023605,val,train
DTXSID1023607,train,train
DTXSID6023608,train,train
DTXSID1023609,train,test
DTXSID5023611,train,train
DTXSID0023612,train,val
DTXSID5023613,train,train
DTXSID5023615,train,train
DTXSID0023616,train,val
DTXSID0023618,test,train
DTXSID9023621,train,train
DTXSID4023622,train,train
DTXSID9023623,train,train
DTXSID4023624,train,test
DTXSID4023628,train,train
DTXSID9023629,train,val
DTXSID8023632,train,train
DTXSID8023636,val,test
DTXSID8023638,val,train
DTXSID2023640,train,train
DTXSID2023642,val,val
DTXSID7023643,train,train
DTXSID2023644,test,train
DTXSID6023650,train,train
DTXSID6023652,test,train
DTXSID6023656,train,train
DTXSID6023658,train,train
DTXSID0023660,train,train
DTXSID5023661,train,train
DTXSID5023665,train,train
DTXSID5023667,val,train
DTXSID5023669,val,test
DTXSID4023670,train,train
DTXSID4023672,test,train
DTXSID9023673,test,train
DTXSID4023674,val,val
DTXSID4023676,train,train
DTXSID9023677,test,val
DTXSID4023678,train,test
DTXSID9023679,val,test
DTXSID8023680,train,test
DTXSID3023681,val,val
DTXSID3023685,train,train
DTXSID3023687,train,train
DTXSID8023688,test,train
DTXSID2023690,val,train
DTXSID7023691,train,val
DTXSID2023692,val,train
DTXSID7023693,val,train
DTXSID7023697,test,train
DTXSID7023699,train,test
DTXSID4023701,train,train
DTXSID9023702,train,train
DTXSID9023706,test,train
DTXSID3023712,train,train
DTXSID8023713,val,train
DTXSID3023716,train,train
DTXSID8023719,test,train
DTXSID2023721,test,train
DTXSID7023722,train,train
DTXSID2023723,train,train
DTXSID7023724,test,train
DTXSID2023725,test,train
DTXSID2023729,train,train
DTXSID1023730,train,test
DTXSID6023733,train,train
DTXSID1023734,train,train
DTXSID6023735,test,train
DTXSID1023736,val,train
DTXSID6023737,train,train
DTXSID5023740,test,val
DTXSID5023742,train,train
DTXSID0023743,train,train
DTXSID5023744,train,train
DTXSID0023745,train,train
DTXSID5023746,val,train
DTXSID0023747,val,test
DTXSID5023748,test,train
DTXSID0023749,train,train
DTXSID9023752,test,train
DTXSID4023753,val,train
DTXSID9023756,test,train
DTXSID3023764,val,train
DTXSID2023771,train,train
DTXSID1023786,train,train
DTXSID5023792,train,train
DTXSID5023794,train,train
DTXSID5023796,test,train
DTXSID6023810,val,test
DTXSID1023815,train,train
DTXSID1023817,val,test
DTXSID1023819,test,train
DTXSID0023826,train,train
DTXSID9023835,test,test
DTXSID3023845,test,train
DTXSID8023846,train,train
DTXSID8023848,train,test
DTXSID6023862,train,train
DTXSID6023864,train,train
DTXSID6023868,val,train
DTXSID1023869,train,train
